TERYT,Województwo,Powiat,Gmina,RAZEM Pożar (P),Mały (P/M),Średni (P/Ś),Duży (P/D),Bardzo duży (P/BD),RAZEM Miejscowe zagrożenie (MZ),Małe (MZ/M),Lokalne (MZ/L),Średnie (MZ/Ś),Duże (MZ/D),Gigantyczne lub klęska żywiołowa (MZ/K),RAZEM Alarm fałszywy (AF),Złośliwy (A/Z),W dobrej wierze (A/DW),Z instalacji wykrywania (A/IW),OGÓŁEM
121102,małopolskie,nowotarski,Szczawnica,19,19,0,0,0,96,8,87,1,0,0,24,1,12,11,139
121103,małopolskie,nowotarski,Czarny Dunajec,51,47,4,0,0,264,17,241,6,0,0,16,0,12,4,331
121104,małopolskie,nowotarski,Czorsztyn,15,15,0,0,0,53,2,49,1,1,0,12,0,4,8,80
121105,małopolskie,nowotarski,Jabłonka,40,40,0,0,0,169,7,159,3,0,0,23,0,19,4,232
121106,małopolskie,nowotarski,Krościenko nad Dunajcem,17,16,1,0,0,70,2,67,1,0,0,6,0,6,0,93
121107,małopolskie,nowotarski,Lipnica Wielka,17,16,1,0,0,34,1,32,1,0,0,3,0,3,0,54
121108,małopolskie,nowotarski,Łapsze Niżne,21,19,1,1,0,64,6,57,1,0,0,6,0,5,1,91
121109,małopolskie,nowotarski,Nowy Targ,44,43,1,0,0,148,12,133,3,0,0,18,0,16,2,210
121110,małopolskie,nowotarski,Ochotnica Dolna,28,27,1,0,0,45,4,41,0,0,0,8,0,6,2,81
121111,małopolskie,nowotarski,Raba Wyżna,28,26,2,0,0,136,6,130,0,0,0,15,0,12,3,179
121112,małopolskie,nowotarski,Rabka-Zdrój,25,24,1,0,0,259,17,236,6,0,0,37,2,26,9,321
121113,małopolskie,nowotarski,Spytkowice,3,3,0,0,0,35,5,28,2,0,0,4,1,3,0,42
121114,małopolskie,nowotarski,Szaflary,31,26,4,1,0,171,14,157,0,0,0,16,0,14,2,218
121201,małopolskie,olkuski,Bukowno,30,28,2,0,0,94,16,76,2,0,0,9,1,7,1,133
121203,małopolskie,olkuski,Bolesław,29,29,0,0,0,153,12,139,2,0,0,7,0,5,2,189
121204,małopolskie,olkuski,Klucze,36,34,2,0,0,180,11,160,8,1,0,11,0,10,1,227
121205,małopolskie,olkuski,Olkusz,97,96,1,0,0,390,50,338,2,0,0,57,3,40,14,544
121206,małopolskie,olkuski,Trzyciąż,14,12,2,0,0,124,13,108,3,0,0,2,0,2,0,140
121207,małopolskie,olkuski,Wolbrom,73,68,5,0,0,363,27,331,5,0,0,27,1,23,3,463
121301,małopolskie,oświęcimski,Oświęcim,59,57,2,0,0,454,152,293,8,1,0,92,4,38,50,605
121302,małopolskie,oświęcimski,Brzeszcze,35,35,0,0,0,752,147,574,23,8,0,11,0,6,5,798
121303,małopolskie,oświęcimski,Chełmek,15,14,1,0,0,135,17,113,5,0,0,11,0,9,2,161
121304,małopolskie,oświęcimski,Kęty,62,60,0,1,1,396,59,326,11,0,0,18,0,11,7,476
121305,małopolskie,oświęcimski,Osiek,8,8,0,0,0,98,16,78,4,0,0,6,0,5,1,112
121306,małopolskie,oświęcimski,Oświęcim,53,51,2,0,0,383,56,320,7,0,0,19,1,12,6,455
121307,małopolskie,oświęcimski,Polanka Wielka,11,10,1,0,0,73,7,65,1,0,0,1,0,1,0,85
121308,małopolskie,oświęcimski,Przeciszów,14,14,0,0,0,75,7,67,1,0,0,5,0,4,1,94
121309,małopolskie,oświęcimski,Zator,21,21,0,0,0,127,11,111,4,1,0,5,1,3,1,153
121401,małopolskie,proszowicki,Koniusza,23,21,2,0,0,160,11,144,5,0,0,5,0,3,2,188
121402,małopolskie,proszowicki,Koszyce,16,13,3,0,0,100,5,89,6,0,0,4,2,2,0,120
121403,małopolskie,proszowicki,Nowe Brzesko,18,16,2,0,0,93,4,83,6,0,0,12,0,10,2,123
121404,małopolskie,proszowicki,Pałecznica,18,14,4,0,0,64,1,63,0,0,0,2,0,2,0,84
121405,małopolskie,proszowicki,Proszowice,35,34,1,0,0,225,21,193,11,0,0,20,0,15,5,280
121406,małopolskie,proszowicki,Radziemice,11,11,0,0,0,66,1,65,0,0,0,1,0,1,0,78
121501,małopolskie,suski,Jordanów,9,7,2,0,0,62,3,58,1,0,0,7,0,7,0,78
121502,małopolskie,suski,Sucha Beskidzka,15,15,0,0,0,137,3,132,2,0,0,8,0,5,3,160
121503,małopolskie,suski,Budzów,20,19,1,0,0,135,3,130,2,0,0,6,0,6,0,161
121504,małopolskie,suski,Bystra-Sidzina,14,14,0,0,0,138,3,134,1,0,0,7,0,5,2,159
121505,małopolskie,suski,Jordanów,41,38,2,1,0,160,1,157,2,0,0,10,0,8,2,211
121506,małopolskie,suski,Maków Podhalański,36,34,2,0,0,266,6,255,5,0,0,15,1,11,3,317
121507,małopolskie,suski,Stryszawa,21,21,0,0,0,190,4,183,3,0,0,8,0,8,0,219
121508,małopolskie,suski,Zawoja,27,24,2,1,0,126,6,119,1,0,0,2,0,1,1,155
121509,małopolskie,suski,Zembrzyce,5,5,0,0,0,91,6,84,1,0,0,4,0,4,0,100
121601,małopolskie,tarnowski,Ciężkowice,13,12,1,0,0,65,0,60,5,0,0,2,0,1,1,80
121602,małopolskie,tarnowski,Gromnik,13,11,2,0,0,92,1,87,4,0,0,2,0,2,0,107
121603,małopolskie,tarnowski,Lisia Góra,52,51,1,0,0,138,1,127,10,0,0,16,2,10,4,206
121604,małopolskie,tarnowski,Pleśna,20,20,0,0,0,97,2,92,3,0,0,4,0,2,2,121
121605,małopolskie,tarnowski,Radłów,18,18,0,0,0,67,4,57,5,1,0,4,1,3,0,89
121606,małopolskie,tarnowski,Ryglice,16,16,0,0,0,73,3,68,2,0,0,2,0,1,1,91
121607,małopolskie,tarnowski,Rzepiennik Strzyżewski,8,8,0,0,0,61,4,56,1,0,0,1,0,1,0,70
121608,małopolskie,tarnowski,Skrzyszów,17,17,0,0,0,114,3,106,5,0,0,7,0,5,2,138
121609,małopolskie,tarnowski,Tarnów,41,40,1,0,0,188,14,163,11,0,0,18,0,15,3,247
121610,małopolskie,tarnowski,Tuchów,37,35,2,0,0,162,5,157,0,0,0,8,0,6,2,207
121611,małopolskie,tarnowski,Wierzchosławice,23,23,0,0,0,91,7,76,8,0,0,9,0,6,3,123
121612,małopolskie,tarnowski,Wietrzychowice,2,2,0,0,0,18,3,14,1,0,0,0,0,0,0,20
121613,małopolskie,tarnowski,Wojnicz,25,24,1,0,0,91,3,84,4,0,0,9,0,7,2,125
121614,małopolskie,tarnowski,Zakliczyn,21,18,3,0,0,172,5,165,2,0,0,3,0,3,0,196
121615,małopolskie,tarnowski,Żabno,60,57,3,0,0,161,27,131,3,0,0,13,1,5,7,234
121616,małopolskie,tarnowski,Szerzyny,11,9,2,0,0,91,2,87,2,0,0,0,0,0,0,102
121701,małopolskie,tatrzański,Zakopane,53,51,2,0,0,318,56,254,8,0,0,136,1,50,85,507
121702,małopolskie,tatrzański,Biały Dunajec,11,8,3,0,0,47,4,42,1,0,0,4,0,3,1,62
121703,małopolskie,tatrzański,Bukowina Tatrzańska,33,32,1,0,0,138,16,117,5,0,0,12,0,5,7,183
121704,małopolskie,tatrzański,Kościelisko,26,24,2,0,0,155,14,136,5,0,0,15,1,8,6,196
121705,małopolskie,tatrzański,Poronin,41,39,2,0,0,162,11,150,1,0,0,10,2,7,1,213
121801,małopolskie,wadowicki,Andrychów,75,74,1,0,0,446,32,403,9,2,0,64,0,42,22,585
121802,małopolskie,wadowicki,Brzeźnica,22,21,1,0,0,187,4,174,8,1,0,3,0,3,0,212
121803,małopolskie,wadowicki,Kalwaria Zebrzydowska,42,40,2,0,0,239,8,228,3,0,0,43,2,9,32,324
121804,małopolskie,wadowicki,Lanckorona,6,6,0,0,0,80,2,78,0,0,0,7,0,6,1,93
121805,małopolskie,wadowicki,Mucharz,7,7,0,0,0,56,5,48,3,0,0,5,0,4,1,68
121806,małopolskie,wadowicki,Spytkowice,17,15,2,0,0,105,4,96,5,0,0,4,0,2,2,126
121807,małopolskie,wadowicki,Stryszów,12,12,0,0,0,77,1,75,1,0,0,6,0,5,1,95
121808,małopolskie,wadowicki,Tomice,12,12,0,0,0,138,2,133,3,0,0,10,0,8,2,160
121809,małopolskie,wadowicki,Wadowice,56,55,0,1,0,291,19,266,5,1,0,50,1,26,23,397
121810,małopolskie,wadowicki,Wieprz,19,19,0,0,0,122,5,109,8,0,0,4,0,3,1,145
121901,małopolskie,wielicki,Biskupice,30,29,1,0,0,97,6,91,0,0,0,8,0,8,0,135
121902,małopolskie,wielicki,Gdów,22,21,0,1,0,204,13,182,9,0,0,9,0,7,2,235
121903,małopolskie,wielicki,Kłaj,24,24,0,0,0,169,15,145,8,1,0,11,0,10,1,204
121904,małopolskie,wielicki,Niepołomice,65,62,2,1,0,359,34,311,14,0,0,64,1,34,29,488
121905,małopolskie,wielicki,Wieliczka,97,94,3,0,0,702,86,599,17,0,0,99,3,65,31,898
126101,małopolskie,Kraków,Kraków,197,195,2,0,0,496,105,376,15,0,0,712,1,52,659,1405
126102,małopolskie,Kraków,Kraków,223,222,1,0,0,1401,414,970,15,2,0,232,7,157,68,1856
126103,małopolskie,Kraków,Kraków,320,312,7,1,0,1426,382,1020,24,0,0,145,4,79,62,1891
126104,małopolskie,Kraków,Kraków,453,444,7,1,1,2138,576,1518,41,3,0,360,4,258,98,2951
126105,małopolskie,Kraków,Kraków,259,253,6,0,0,1085,419,655,11,0,0,309,15,147,147,1653
126201,małopolskie,Nowy Sącz,Nowy Sącz,110,108,2,0,0,575,141,430,3,1,0,94,2,37,55,779
126301,małopolskie,Tarnów,Tarnów,147,143,4,0,0,780,106,659,15,0,0,210,2,72,136,1137
140101,mazowieckie,białobrzeski,Białobrzegi,28,28,0,0,0,182,7,166,9,0,0,3,0,2,1,213
140102,mazowieckie,białobrzeski,Promna,44,43,1,0,0,87,2,80,5,0,0,6,0,5,1,137
140103,mazowieckie,białobrzeski,Radzanów,8,8,0,0,0,19,0,18,1,0,0,3,0,3,0,30
140104,mazowieckie,białobrzeski,Stara Błotnica,22,19,2,1,0,50,2,47,1,0,0,9,0,7,2,81
140105,mazowieckie,białobrzeski,Stromiec,29,27,2,0,0,61,4,56,1,0,0,2,0,2,0,92
140106,mazowieckie,białobrzeski,Wyśmierzyce,14,13,1,0,0,40,1,38,1,0,0,0,0,0,0,54
140201,mazowieckie,ciechanowski,Ciechanów,73,73,0,0,0,276,62,210,4,0,0,33,3,16,14,382
140202,mazowieckie,ciechanowski,Ciechanów,22,22,0,0,0,83,4,74,5,0,0,1,0,0,1,106
140203,mazowieckie,ciechanowski,Glinojeck,45,43,2,0,0,175,7,157,11,0,0,2,0,2,0,222
140204,mazowieckie,ciechanowski,Gołymin-Ośrodek,17,15,2,0,0,36,3,31,2,0,0,1,1,0,0,54
140205,mazowieckie,ciechanowski,Grudusk,7,7,0,0,0,49,1,41,7,0,0,0,0,0,0,56
140206,mazowieckie,ciechanowski,Ojrzeń,21,21,0,0,0,50,6,40,4,0,0,2,0,2,0,73
140207,mazowieckie,ciechanowski,Opinogóra Górna,17,16,1,0,0,46,7,35,4,0,0,5,0,4,1,68
140208,mazowieckie,ciechanowski,Regimin,15,14,1,0,0,64,2,60,2,0,0,3,0,2,1,82
140209,mazowieckie,ciechanowski,Sońsk,31,30,1,0,0,122,7,113,2,0,0,1,0,1,0,154
140301,mazowieckie,garwoliński,Garwolin,35,34,1,0,0,156,14,139,3,0,0,29,0,15,14,220
140302,mazowieckie,garwoliński,Łaskarzew,12,12,0,0,0,34,0,32,2,0,0,6,1,3,2,52
140303,mazowieckie,garwoliński,Borowie,24,23,0,1,0,67,0,67,0,0,0,1,0,0,1,92
140304,mazowieckie,garwoliński,Garwolin,74,73,1,0,0,165,5,159,1,0,0,13,0,7,6,252
140305,mazowieckie,garwoliński,Górzno,13,13,0,0,0,50,4,44,2,0,0,11,0,8,3,74
140306,mazowieckie,garwoliński,Łaskarzew,20,20,0,0,0,47,2,45,0,0,0,0,0,0,0,67
140307,mazowieckie,garwoliński,Maciejowice,42,40,2,0,0,54,3,49,2,0,0,6,0,6,0,102
140308,mazowieckie,garwoliński,Miastków Kościelny,17,17,0,0,0,67,2,63,2,0,0,0,0,0,0,84
140309,mazowieckie,garwoliński,Parysów,13,13,0,0,0,52,1,49,2,0,0,2,0,2,0,67
140310,mazowieckie,garwoliński,Pilawa,38,34,4,0,0,102,4,97,1,0,0,13,0,7,6,153
140311,mazowieckie,garwoliński,Sobolew,45,45,0,0,0,107,4,102,1,0,0,7,0,6,1,159
140312,mazowieckie,garwoliński,Trojanów,37,35,2,0,0,97,3,92,2,0,0,6,0,3,3,140
140313,mazowieckie,garwoliński,Wilga,46,45,1,0,0,88,1,85,2,0,0,7,0,4,3,141
140314,mazowieckie,garwoliński,Żelechów,23,22,1,0,0,67,1,65,1,0,0,3,0,3,0,93
140401,mazowieckie,gostyniński,Gostynin,33,33,0,0,0,121,16,103,2,0,0,27,1,14,12,181
140402,mazowieckie,gostyniński,Gostynin,56,51,5,0,0,180,5,167,7,1,0,9,1,8,0,245
140403,mazowieckie,gostyniński,Pacyna,17,15,2,0,0,18,0,18,0,0,0,2,0,0,2,37
140404,mazowieckie,gostyniński,Sanniki,18,17,1,0,0,64,2,61,1,0,0,5,0,4,1,87
140405,mazowieckie,gostyniński,Szczawin Kościelny,32,31,1,0,0,67,0,64,3,0,0,1,0,1,0,100
140501,mazowieckie,grodziski,Milanówek,26,25,1,0,0,141,10,130,1,0,0,23,0,19,4,190
140502,mazowieckie,grodziski,Podkowa Leśna,5,5,0,0,0,73,6,67,0,0,0,6,0,6,0,84
140503,mazowieckie,grodziski,Baranów,61,56,4,1,0,49,2,47,0,0,0,9,0,7,2,119
140504,mazowieckie,grodziski,Grodzisk Mazowiecki,130,125,3,2,0,414,24,382,7,1,0,85,0,61,24,629
140505,mazowieckie,grodziski,Jaktorów,72,70,2,0,0,102,5,95,2,0,0,10,0,10,0,184
140506,mazowieckie,grodziski,Żabia Wola,74,72,2,0,0,154,8,146,0,0,0,16,0,13,3,244
140601,mazowieckie,grójecki,Belsk Duży,33,31,2,0,0,77,4,72,1,0,0,54,0,13,41,164
140602,mazowieckie,grójecki,Błędów,24,24,0,0,0,63,2,58,3,0,0,8,1,3,4,95
140603,mazowieckie,grójecki,Chynów,84,79,5,0,0,137,3,131,3,0,0,23,1,21,1,244
140604,mazowieckie,grójecki,Goszczyn,7,7,0,0,0,13,0,10,3,0,0,0,0,0,0,20
140605,mazowieckie,grójecki,Grójec,67,65,2,0,0,324,9,315,0,0,0,61,1,27,33,452
140606,mazowieckie,grójecki,Jasieniec,40,36,4,0,0,95,1,93,1,0,0,7,1,6,0,142
140607,mazowieckie,grójecki,Mogielnica,52,51,0,1,0,91,9,79,3,0,0,10,0,7,3,153
140608,mazowieckie,grójecki,Nowe Miasto nad Pilicą,38,38,0,0,0,85,6,76,3,0,0,12,1,11,0,135
140609,mazowieckie,grójecki,Pniewy,38,38,0,0,0,106,3,102,1,0,0,12,1,8,3,156
140611,mazowieckie,grójecki,Warka,64,59,5,0,0,180,14,159,7,0,0,22,0,11,11,266
140701,mazowieckie,kozienicki,Garbatka-Letnisko,21,21,0,0,0,42,1,41,0,0,0,1,0,1,0,64
140702,mazowieckie,kozienicki,Głowaczów,42,37,4,1,0,80,7,72,1,0,0,2,0,2,0,124
140703,mazowieckie,kozienicki,Gniewoszów,31,31,0,0,0,50,4,44,2,0,0,3,0,3,0,84
140704,mazowieckie,kozienicki,Grabów nad Pilicą,21,20,1,0,0,39,1,38,0,0,0,2,0,2,0,62
140705,mazowieckie,kozienicki,Kozienice,86,83,3,0,0,244,34,206,4,0,0,13,0,11,2,343
140706,mazowieckie,kozienicki,Magnuszew,36,33,3,0,0,56,4,49,3,0,0,4,0,4,0,96
140707,mazowieckie,kozienicki,Sieciechów,33,31,2,0,0,34,2,32,0,0,0,3,0,3,0,70
140801,mazowieckie,legionowski,Legionowo,73,73,0,0,0,355,72,281,2,0,0,72,0,61,11,500
140802,mazowieckie,legionowski,Jabłonna,50,50,0,0,0,236,51,180,5,0,0,27,1,22,4,313
140803,mazowieckie,legionowski,Nieporęt,56,55,1,0,0,229,27,193,9,0,0,57,0,40,17,342
140804,mazowieckie,legionowski,Serock,54,50,4,0,0,278,35,232,10,1,0,39,2,30,7,371
140805,mazowieckie,legionowski,Wieliszew,71,71,0,0,0,260,36,222,2,0,0,19,2,16,1,350
140901,mazowieckie,lipski,Chotcza,8,8,0,0,0,48,3,44,1,0,0,0,0,0,0,56
140902,mazowieckie,lipski,Ciepielów,12,12,0,0,0,56,2,53,1,0,0,2,0,2,0,70
140903,mazowieckie,lipski,Lipsko,42,37,5,0,0,172,12,159,1,0,0,8,1,5,2,222
140904,mazowieckie,lipski,Rzeczniów,10,10,0,0,0,39,1,36,2,0,0,4,0,3,1,53
140905,mazowieckie,lipski,Sienno,18,13,5,0,0,88,2,85,1,0,0,0,0,0,0,106
140906,mazowieckie,lipski,Solec nad Wisłą,20,16,4,0,0,105,18,83,4,0,0,3,0,3,0,128
141001,mazowieckie,łosicki,Huszlew,11,11,0,0,0,24,0,24,0,0,0,2,0,2,0,37
141002,mazowieckie,łosicki,Łosice,34,29,5,0,0,138,23,113,2,0,0,7,0,6,1,179
141003,mazowieckie,łosicki,Olszanka,12,11,1,0,0,31,1,26,4,0,0,2,0,2,0,45
141004,mazowieckie,łosicki,Platerów,30,28,1,1,0,72,4,68,0,0,0,2,0,2,0,104
141005,mazowieckie,łosicki,Sarnaki,20,20,0,0,0,133,4,126,3,0,0,2,0,2,0,155
141006,mazowieckie,łosicki,Stara Kornica,15,14,1,0,0,61,1,59,1,0,0,4,0,3,1,80
141101,mazowieckie,makowski,Maków Mazowiecki,25,25,0,0,0,89,0,88,1,0,0,16,0,9,7,130
141102,mazowieckie,makowski,Czerwonka,9,9,0,0,0,40,0,39,1,0,0,2,0,2,0,51
141103,mazowieckie,makowski,Karniewo,15,14,1,0,0,57,1,56,0,0,0,1,0,0,1,73
141104,mazowieckie,makowski,Krasnosielc,25,23,2,0,0,36,1,35,0,0,0,3,0,3,0,64
141105,mazowieckie,makowski,Młynarze,8,8,0,0,0,23,1,22,0,0,0,0,0,0,0,31
141106,mazowieckie,makowski,Płoniawy-Bramura,14,13,1,0,0,45,1,42,2,0,0,1,0,1,0,60
141107,mazowieckie,makowski,Różan,15,14,1,0,0,61,4,54,3,0,0,3,2,0,1,79
141108,mazowieckie,makowski,Rzewnie,10,9,1,0,0,29,1,28,0,0,0,0,0,0,0,39
141109,mazowieckie,makowski,Sypniewo,16,13,2,0,1,33,1,32,0,0,0,1,0,1,0,50
141110,mazowieckie,makowski,Szelków,14,14,0,0,0,53,2,50,1,0,0,1,0,1,0,68
141201,mazowieckie,miński,Mińsk Mazowiecki,60,57,3,0,0,316,47,264,5,0,0,62,4,35,23,438
141204,mazowieckie,miński,Cegłów,16,16,0,0,0,88,3,83,2,0,0,5,1,2,2,109
141205,mazowieckie,miński,Dębe Wielkie,55,55,0,0,0,127,8,118,1,0,0,13,0,13,0,195
141206,mazowieckie,miński,Dobre,18,16,2,0,0,72,6,64,2,0,0,3,0,2,1,93
141207,mazowieckie,miński,Halinów,68,65,3,0,0,188,17,167,4,0,0,25,1,15,9,281
141208,mazowieckie,miński,Jakubów,31,30,1,0,0,69,4,63,2,0,0,7,0,7,0,107
141209,mazowieckie,miński,Kałuszyn,22,21,1,0,0,178,26,146,6,0,0,7,0,6,1,207
141210,mazowieckie,miński,Latowicz,19,16,3,0,0,78,3,71,4,0,0,1,0,1,0,98
141211,mazowieckie,miński,Mińsk Mazowiecki,46,44,2,0,0,215,22,188,5,0,0,28,1,20,7,289
141212,mazowieckie,miński,Mrozy,55,55,0,0,0,121,9,109,3,0,0,9,2,7,0,185
141213,mazowieckie,miński,Siennica,15,13,2,0,0,100,8,91,1,0,0,7,0,3,4,122
141214,mazowieckie,miński,Stanisławów,23,23,0,0,0,112,7,104,1,0,0,6,1,4,1,141
141215,mazowieckie,miński,Sulejówek,33,32,1,0,0,172,17,154,1,0,0,32,1,26,5,237
141301,mazowieckie,mławski,Mława,68,68,0,0,0,297,39,256,1,1,0,33,0,18,15,398
141302,mazowieckie,mławski,Dzierzgowo,11,11,0,0,0,40,2,38,0,0,0,1,0,1,0,52
141303,mazowieckie,mławski,Lipowiec Kościelny,15,15,0,0,0,73,3,70,0,0,0,1,0,1,0,89
141304,mazowieckie,mławski,Radzanów,12,12,0,0,0,41,1,40,0,0,0,0,0,0,0,53
141305,mazowieckie,mławski,Strzegowo,31,29,2,0,0,96,1,92,3,0,0,3,0,3,0,130
141306,mazowieckie,mławski,Stupsk,19,18,1,0,0,72,2,70,0,0,0,1,0,1,0,92
141307,mazowieckie,mławski,Szreńsk,19,17,1,0,1,39,4,35,0,0,0,2,0,2,0,60
141308,mazowieckie,mławski,Szydłowo,23,23,0,0,0,67,3,64,0,0,0,5,1,1,3,95
141309,mazowieckie,mławski,Wieczfnia Kościelna,18,16,2,0,0,45,1,44,0,0,0,4,0,2,2,67
141310,mazowieckie,mławski,Wiśniewo,10,9,1,0,0,63,5,55,3,0,0,4,0,4,0,77
141401,mazowieckie,nowodworski,Nowy Dwór Mazowiecki,108,106,0,2,0,288,85,196,7,0,0,55,7,34,14,451
141402,mazowieckie,nowodworski,Czosnów,65,61,4,0,0,175,23,147,5,0,0,16,1,11,4,256
141403,mazowieckie,nowodworski,Leoncin,65,62,3,0,0,87,42,37,7,1,0,6,0,6,0,158
141404,mazowieckie,nowodworski,Nasielsk,57,56,1,0,0,191,33,149,9,0,0,12,0,10,2,260
141405,mazowieckie,nowodworski,Pomiechówek,32,32,0,0,0,120,15,104,1,0,0,11,0,10,1,163
141406,mazowieckie,nowodworski,Zakroczym,44,43,1,0,0,109,21,87,1,0,0,15,1,10,4,168
141501,mazowieckie,ostrołęcki,Baranowo,20,20,0,0,0,50,1,48,1,0,0,3,0,3,0,73
141502,mazowieckie,ostrołęcki,Czarnia,6,6,0,0,0,36,0,35,1,0,0,1,0,1,0,43
141503,mazowieckie,ostrołęcki,Czerwin,14,14,0,0,0,24,5,18,1,0,0,4,0,3,1,42
141504,mazowieckie,ostrołęcki,Goworowo,23,22,1,0,0,53,4,47,2,0,0,7,0,4,3,83
141505,mazowieckie,ostrołęcki,Kadzidło,33,31,2,0,0,67,6,61,0,0,0,6,0,5,1,106
141506,mazowieckie,ostrołęcki,Lelis,21,19,2,0,0,40,3,37,0,0,0,8,0,8,0,69
141507,mazowieckie,ostrołęcki,Łyse,22,20,2,0,0,60,2,56,2,0,0,2,0,2,0,84
141508,mazowieckie,ostrołęcki,Myszyniec,32,30,2,0,0,92,4,83,5,0,0,5,0,5,0,129
141509,mazowieckie,ostrołęcki,Olszewo-Borki,41,41,0,0,0,61,7,53,1,0,0,6,0,5,1,108
141510,mazowieckie,ostrołęcki,Rzekuń,29,28,1,0,0,65,10,51,4,0,0,14,0,10,4,108
141511,mazowieckie,ostrołęcki,Troszyn,14,14,0,0,0,35,0,34,1,0,0,2,0,2,0,51
141601,mazowieckie,ostrowski,Ostrów Mazowiecka,47,46,1,0,0,126,20,106,0,0,0,28,0,15,13,201
141602,mazowieckie,ostrowski,Andrzejewo,15,12,3,0,0,67,1,65,1,0,0,1,0,0,1,83
141603,mazowieckie,ostrowski,Boguty-Pianki,18,17,1,0,0,21,2,19,0,0,0,2,0,2,0,41
141604,mazowieckie,ostrowski,Brok,17,17,0,0,0,42,3,39,0,0,0,0,0,0,0,59
141605,mazowieckie,ostrowski,Małkinia Górna,39,37,2,0,0,122,13,102,7,0,0,9,1,8,0,170
141606,mazowieckie,ostrowski,Nur,11,7,4,0,0,40,2,38,0,0,0,0,0,0,0,51
141607,mazowieckie,ostrowski,Ostrów Mazowiecka,52,52,0,0,0,128,9,116,3,0,0,12,0,10,2,192
141608,mazowieckie,ostrowski,Stary Lubotyń,7,7,0,0,0,27,1,25,1,0,0,2,0,2,0,36
141609,mazowieckie,ostrowski,Szulborze Wielkie,4,4,0,0,0,12,0,11,1,0,0,1,0,1,0,17
141610,mazowieckie,ostrowski,Wąsewo,13,11,2,0,0,51,3,47,1,0,0,3,1,2,0,67
141611,mazowieckie,ostrowski,Zaręby Kościelne,11,10,1,0,0,24,2,22,0,0,0,1,0,1,0,36
141701,mazowieckie,otwocki,Józefów,44,39,5,0,0,244,23,218,3,0,0,60,0,43,17,348
141702,mazowieckie,otwocki,Otwock,138,130,7,1,0,706,72,630,4,0,0,207,11,146,50,1051
141703,mazowieckie,otwocki,Celestynów,55,53,2,0,0,151,3,144,4,0,0,28,1,20,7,234
141704,mazowieckie,otwocki,Karczew,119,109,10,0,0,136,33,96,7,0,0,46,2,26,18,301
141705,mazowieckie,otwocki,Kołbiel,47,47,0,0,0,161,13,139,8,1,0,26,0,17,9,234
141706,mazowieckie,otwocki,Osieck,14,11,3,0,0,50,2,45,3,0,0,5,0,5,0,69
141707,mazowieckie,otwocki,Sobienie-Jeziory,94,93,1,0,0,71,14,51,5,1,0,11,0,7,4,176
141708,mazowieckie,otwocki,Wiązowna,70,67,2,1,0,304,32,269,3,0,0,64,1,37,26,438
141801,mazowieckie,piaseczyński,Góra Kalwaria,276,266,10,0,0,414,33,374,7,0,0,75,6,46,23,765
141802,mazowieckie,piaseczyński,Konstancin-Jeziorna,210,206,4,0,0,345,34,303,8,0,0,96,4,44,48,651
141803,mazowieckie,piaseczyński,Lesznowola,84,82,2,0,0,292,49,236,7,0,0,119,4,40,75,495
141804,mazowieckie,piaseczyński,Piaseczno,207,200,6,1,0,897,113,774,10,0,0,213,6,119,88,1317
141805,mazowieckie,piaseczyński,Prażmów,106,106,0,0,0,195,15,177,3,0,0,21,1,20,0,322
141806,mazowieckie,piaseczyński,Tarczyn,101,99,2,0,0,207,9,192,6,0,0,36,2,22,12,344
141901,mazowieckie,płocki,Bielsk,32,31,1,0,0,105,10,92,3,0,0,0,0,0,0,137
141902,mazowieckie,płocki,Bodzanów,32,28,4,0,0,135,51,76,7,1,0,1,0,0,1,168
141903,mazowieckie,płocki,Brudzeń Duży,28,25,3,0,0,104,7,95,2,0,0,1,0,1,0,133
141904,mazowieckie,płocki,Bulkowo,15,14,1,0,0,46,4,41,1,0,0,0,0,0,0,61
141905,mazowieckie,płocki,Drobin,41,40,1,0,0,88,13,68,7,0,0,2,1,1,0,131
141906,mazowieckie,płocki,Gąbin,49,46,3,0,0,233,17,210,6,0,0,1,0,1,0,283
141907,mazowieckie,płocki,Łąck,13,12,1,0,0,80,7,71,2,0,0,4,0,3,1,97
141908,mazowieckie,płocki,Mała Wieś,10,10,0,0,0,82,19,56,7,0,0,1,0,0,1,93
141909,mazowieckie,płocki,Nowy Duninów,18,17,1,0,0,67,10,53,4,0,0,0,0,0,0,85
141910,mazowieckie,płocki,Radzanowo,17,17,0,0,0,62,6,54,2,0,0,2,0,2,0,81
141911,mazowieckie,płocki,Słubice,15,15,0,0,0,67,3,63,1,0,0,0,0,0,0,82
141912,mazowieckie,płocki,Słupno,17,14,3,0,0,127,17,107,3,0,0,2,0,2,0,146
141913,mazowieckie,płocki,Stara Biała,21,19,2,0,0,116,14,101,1,0,0,6,2,1,3,143
141914,mazowieckie,płocki,Staroźreby,32,30,1,0,1,71,5,63,3,0,0,1,0,1,0,104
141915,mazowieckie,płocki,Wyszogród,16,16,0,0,0,164,82,76,6,0,0,3,0,2,1,183
142001,mazowieckie,płoński,Płońsk,46,44,1,0,1,213,34,177,2,0,0,38,0,28,10,297
142002,mazowieckie,płoński,Raciąż,11,11,0,0,0,14,2,12,0,0,0,3,0,3,0,28
142003,mazowieckie,płoński,Baboszewo,17,16,1,0,0,61,1,57,2,1,0,3,0,3,0,81
